STATION_NUMBER	STATION_NAME	PROV_TERR_STATE_LOC	HYD_STATUS
08NJ106	AIREY CREEK NEAR NELSON	BC	Discontinued
08NJ107	SUTHERLAND CREEK NEAR NELSON	BC	Discontinued
08NJ108	TROZZO CREEK NEAR APPLEDALE	BC	Discontinued
08NJ109	SPROULE CREEK AT TAGHUM	BC	Discontinued
08NJ110	GARRITY CREEK NEAR TAGHUM	BC	Discontinued
08NJ111	ROVER CREEK NEAR SOUTH SLOCAN	BC	Discontinued
08NJ112	GOOSE CREEK NEAR CRESCENT VALLEY	BC	Discontinued
08NJ113	KOOTENAY RIVER ABOVE CORRA LINN	BC	Discontinued
08NJ114	KOOTENAY RIVER BELOW CORRA LINN	BC	Discontinued
08NJ115	SITKUM CREEK NEAR NELSON	BC	Discontinued
08NJ116	CADDEN CREEK NEAR ROSEBERY	BC	Discontinued
08NJ117	ARTHUR CREEK NEAR ROSEBERY	BC	Discontinued
08NJ118	AHRENS BROOK NEAR NELSON	BC	Discontinued
08NJ119	BOURKE CREEK NEAR NELSON	BC	Discontinued
08NJ120	WINLAW CREEK NEAR WINLAW	BC	Discontinued
08NJ121	O'SHEA CREEK NEAR SLOCAN CITY	BC	Discontinued
08NJ123	GIVEOUT CREEK NEAR NELSON	BC	Discontinued
08NJ125	RUCKS CREEK AT SUNSHINE BAY	BC	Discontinued
08NJ126	MCFAYDEN CREEK NEAR VALLICAN	BC	Discontinued
08NJ128	KOOTENAY RIVER AT BRILLIANT (FOREBAY)	BC	Discontinued
08NJ129	FELL CREEK NEAR NELSON	BC	Discontinued
08NJ130	ANDERSON CREEK NEAR NELSON	BC	Active
08NJ131	SANDY CREEK NEAR BLEWETT	BC	Discontinued
08NJ132	GWILLIM CREEK NEAR SLOCAN CITY	BC	Discontinued
08NJ133	CARPENTER CREEK NEAR SANDON	BC	Discontinued
08NJ134	CODY CREEK NEAR SANDON	BC	Discontinued
08NJ135	GOOSE CREEK ABOVE GANDER CREEK	BC	Discontinued
08NJ137	SLOCAN LAKE AT SLOCAN CITY	BC	Discontinued
08NJ138	FOUR MILE CREEK NEAR WILLOW POINT	BC	Discontinued
08NJ141	KITTO CREEK NEAR BALFOUR	BC	Discontinued
08NJ143	EAGLE CREEK (WEST FORK) NEAR BLEWETT	BC	Discontinued
08NJ145	RICE CREEK NEAR APPLEDALE	BC	Discontinued
08NJ146	AIRPORT CREEK NEAR BRILLIANT	BC	Discontinued
08NJ147	THOMPSON CREEK NEAR WILLOW POINT	BC	Discontinued
08NJ149	GLADE CREEK NEAR SHOREACRES	BC	Discontinued
08NJ150	LITTLE MCPHEE CREEK NEAR BRILLIANT	BC	Discontinued
08NJ151	MCPHEE CREEK NEAR BRILLIANT	BC	Discontinued
08NJ152	WOLVERTON CREEK NEAR SLOCAN PARK	BC	Discontinued
08NJ153	SUTHERLAND CREEK ABOVE POWER LINE	BC	Discontinued
08NJ154	SHER CREEK NEAR CRESCENT VALLEY	BC	Discontinued
08NJ157	MCDERMID CREEK NEAR KRESTOVA	BC	Discontinued
08NJ158	KOOTENAY LAKE OUTFLOW NEAR CORRA LINN	BC	Active
08NJ159	GOOSE CREEK AT PROVINCIAL FOREST ROAD	BC	Discontinued
08NJ160	LEMON CREEK ABOVE SOUTH LEMON CREEK	BC	Active
08NJ161	BAGLEY CREEK NEAR BALFOUR	BC	Discontinued
08NJ162	SMOKY CREEK ABOVE DIVERSIONS	BC	Discontinued
08NJ163	FALLS CREEK ABOVE B.I.D. DIVERSION	BC	Discontinued
08NJ164	CADDEN CREEK ABOVE DIVERSIONS	BC	Discontinued
08NJ165	ELLIOTT CREEK ABOVE DIVERSIONS	BC	Discontinued
08NJ166	DUMONT CREEK NEAR WINLAW	BC	Discontinued
08NJ167	SANDY CREEK ABOVE RELKOFF DIVERSION	BC	Discontinued
08NJ168	FIVE MILE CREEK ABOVE CITY INTAKE	BC	Discontinued
08NJ169	AIRY CREEK ABOVE DIVERSIONS	BC	Discontinued
08NJ170	BIRD CREEK ABOVE DIVERSION	BC	Discontinued
08NJ171	KITTO CREEK ABOVE DIVERSIONS	BC	Discontinued
08NJ172	CONNOR CREEK NEAR THE MOUTH	BC	Discontinued
08NK001	ELK RIVER AT ELKO	BC	Discontinued
08NK002	ELK RIVER AT FERNIE	BC	Active
08NK004	LIZARD CREEK NEAR FERNIE	BC	Discontinued
08NK005	ELK RIVER AT PHILLIPS BRIDGE	BC	Discontinued
08NK006	RAYMOND CREEK NEAR ELKO	BC	Discontinued
08NK007	QUAIL CREEK NEAR HOSMER	BC	Discontinued
08NK008	MAGUIRE CREEK NEAR GRASMERE	BC	Discontinued
08NK011	HARTLEY CREEK NEAR FERNIE	BC	Discontinued
08NK012	ELK RIVER AT STANLEY PARK	BC	Discontinued
08NK013	AQUEDUCT CREEK NEAR NATAL	BC	Discontinued
08NK014	QUALTIERI CREEK NEAR NATAL	BC	Discontinued
08NK016	ELK RIVER NEAR NATAL	BC	Active
08NK017	WHITING CREEK NEAR NATAL	BC	Discontinued
08NK018	FORDING RIVER AT THE MOUTH	BC	Active
08NK019	GRAVE CREEK AT THE MOUTH	BC	Discontinued
08NK020	MICHEL CREEK BELOW NATAL	BC	Discontinued
08NK021	FORDING RIVER BELOW CLODE CREEK	BC	Discontinued
08NK022	LINE CREEK AT THE MOUTH	BC	Active
08NK023	MICHEL CREEK AT MICHEL	BC	Unknown
08NK025	FORDING RIVER ABOVE CLODE CREEK	BC	Discontinued
08NK026	HOSMER CREEK ABOVE DIVERSIONS	BC	Active
08NK027	ELK RIVER BELOW WEARY CREEK	BC	Discontinued
08NK028	MICHEL CREEK ABOVE CORBIN CREEK	BC	Discontinued
08NK029	KILMARNOCK CREEK NEAR THE MOUTH	BC	Discontinued
08NK030	ELK RIVER BELOW ELKO DAM DIVERSION	BC	Active
08NL004	ASHNOLA RIVER NEAR KEREMEOS	BC	Active
08NL005	TULAMEEN RIVER NEAR PRINCETON	BC	Discontinued
08NL006	SIMILKAMEEN RIVER NEAR KEREMEOS	BC	Discontinued
08NL007	SIMILKAMEEN RIVER AT PRINCETON	BC	Active
08NL008	TULAMEEN RIVER AT COALMONT	BC	Discontinued
08NL009	HEDLEY CREEK NEAR HEDLEY	BC	Discontinued
08NL010	KEREMEOS CREEK NEAR OLALLA	BC	Discontinued
08NL011	OLALLA CREEK AT OLALLA	BC	Discontinued
08NL012	ALLISON CREEK NEAR PRINCETON	BC	Discontinued
08NL013	SUMMERS CREEK AT THE MOUTH	BC	Discontinued
08NL014	KEREMEOS CREEK ABOVE MARSEL CREEK	BC	Discontinued
08NL015	ASP CREEK NEAR PRINCETON	BC	Discontinued
08NL018	HAYES CREEK NEAR JURA	BC	Discontinued
08NL019	SUMMERS CREEK NEAR PRINCETON	BC	Discontinued
08NL020	HAYES CREEK NEAR PRINCETON	BC	Discontinued
08NL021	GRANITE CREEK AT THE MOUTH	BC	Discontinued
08NL022	SIMILKAMEEN RIVER NEAR NIGHTHAWK	WA	Active
08NL023	OTTER CREEK AT TULAMEEN	BC	Discontinued
08NL024	TULAMEEN RIVER AT PRINCETON	BC	Active
08NL025	WOLFE CREEK NEAR PRINCETON	BC	Discontinued
08NL033	LITTLE MUDDY CREEK NEAR MANNING PARK	BC	Discontinued
08NL034	SMITH CREEK NEAR HEDLEY	BC	Discontinued
08NL035	SOUKUP CREEK NEAR HEDLEY	BC	Discontinued
08NL036	WHIPSAW CREEK BELOW LAMONT CREEK	BC	Discontinued
08NL037	TREHEARNE CREEK NEAR PRINCETON	BC	Discontinued
08NL038	SIMILKAMEEN RIVER NEAR HEDLEY	BC	Active
08NL039	SIWASH CREEK NEAR PRINCETON	BC	Active
08NL040	RICHTER CREEK NEAR OSOYOOS	BC	Discontinued
08NL041	WOLFE CREEK AT OUTLET OF ISSITZ LAKE	BC	Discontinued
08NL042	ISSITZ LAKE NEAR PRINCETON	BC	Discontinued
08NL043	SUMMERS CREEK AT OUTLET OF MISSEZULA LAKE	BC	Discontinued
08NL044	KEREMEOS CREEK AT MIDDLE BENCH ROAD	BC	Discontinued
08NL045	KEREMEOS CREEK BELOW WILLIS INTAKE	BC	Active
08NL046	MISSEZULA LAKE NEAR PRINCETON	BC	Discontinued
08NL047	YELLOW LAKE NEAR KEREMEOS	BC	Discontinued
08NL049	ASHNOLA RIVER BELOW YOUNG CREEK	BC	Discontinued
08NL050	HEDLEY CREEK NEAR THE MOUTH	BC	Active
08NL051	HAYES CREEK BELOW SHINISH CREEK	BC	Discontinued
08NL052	CHAIN LAKE AT THE OUTLET	BC	Discontinued
08NL053	SUMMERS CREEK NEAR THE MOUTH	BC	Discontinued
08NL054	SUMMERS CREEK BELOW DILLARD CREEK	BC	Discontinued
08NL056	ALLISON CREEK ABOVE SUMMERS CREEK	BC	Discontinued
08NL057	ALLISON CREEK AT OUTLET OF ALLISON LAKE	BC	Discontinued
08NL058	ALLISON LAKE NEAR PRINCETON	BC	Discontinued
08NL059	OTTER LAKE NEAR TULAMEEN	BC	Discontinued
08NL060	OTTER CREEK BELOW SPEARING CREEK	BC	Discontinued
08NL061	DAVIS LAKE NEAR THALIA	BC	Discontinued
08NL062	SIMILKAMEEN RIVER BELOW CHUWANTEN CREEK	BC	Discontinued
08NL064	LORNE LAKE NEAR PRINCETON	BC	Discontinued
08NL065	NICKEL PLATE LAKE NEAR HEDLEY	BC	Discontinued
08NL067	TULAMEEN RIVER NEAR TULAMEEN	BC	Discontinued
08NL068	NICKEL PLATE RESERVOIR OUTFLOW	BC	Discontinued
08NL069	PASAYTEN RIVER ABOVE CALCITE CREEK	BC	Active
08NL070	SIMILKAMEEN RIVER ABOVE GOODFELLOW CREEK	BC	Active
08NL071	TULAMEEN RIVER BELOW VUICH CREEK	BC	Active
08NL072	ASHNOLA RIVER ABOVE YOUNG CREEK	BC	Discontinued
08NL074	LITTLE MUDDY CREEK BELOW LIGHTNING LAKE	BC	Discontinued
08NL075	SIMILKAMEEN RIVER ABOVE MEMALOOSE CREEK	BC	Discontinued
08NL076	EWART CREEK NEAR CATHEDRAL PARK	BC	Active
08NM001	OKANAGAN RIVER NEAR FAIRVIEW	BC	Discontinued
08NM002	OKANAGAN RIVER AT OKANAGAN FALLS	BC	Active
08NM003	LAMBLY CREEK NEAR THE MOUTH	BC	Discontinued
08NM004	KLO CREEK NEAR KELOWNA	BC	Discontinued
08NM005	MCLEAN CREEK NEAR OKANAGAN FALLS	BC	Discontinued
08NM006	SHUTTLEWORTH CREEK NEAR OKANAGAN FALLS	BC	Discontinued
08NM007	CHUTE CREEK NEAR NARAMATA	BC	Discontinued
08NM008	VERNON CREEK ABOVE DIVERSIONS	BC	Discontinued
08NM009	VERNON CREEK AT INLET TO WOOD LAKE	BC	Discontinued
08NM010	HYDRAULIC CREEK NEAR THE MOUTH	BC	Discontinued
08NM011	HYDRAULIC CREEK AT OUTLET OF MCCULLOCH RESERVOIR	BC	Discontinued
08NM012	INKANEEP CREEK NEAR OLIVER (LOWER STATION)	BC	Discontinued
08NM013	JACK CREEK AT THE MOUTH	BC	Discontinued
08NM014	MCDOUGALL CREEK NEAR WESTBANK	BC	Discontinued
08NM015	VASEUX CREEK ABOVE DUTTON CREEK	BC	Discontinued
08NM016	MISSION CREEK NEAR RUTLAND	BC	Discontinued
08NM017	BELGO CREEK NEAR RUTLAND	BC	Discontinued
08NM018	HILDA CREEK NEAR RUTLAND	BC	Discontinued
08NM020	B.X. CREEK ABOVE VERNON INTAKE	BC	Discontinued
08NM021	VERNON CREEK AT VERNON	BC	Discontinued
08NM022	VERNON CREEK AT OUTLET OF SWALWELL LAKE	BC	Discontinued
08NM023	DARKE CREEK NORTHWEST FORK	BC	Discontinued
08NM024	EQUESIS CREEK NEAR VERNON	BC	Discontinued
08NM025	DARKE CREEK AT MEADOW VALLEY	BC	Discontinued
08NM026	KELOWNA CREEK NEAR RUTLAND (UPPER STATION)	BC	Discontinued
08NM028	OYAMA CREEK OYAMA DIVERSION	BC	Discontinued
08NM029	PEACHLAND CREEK NEAR PEACHLAND	BC	Discontinued
08NM030	PEACHLAND CREEK MUNICIPAL IRRIGATION DIVERSION	BC	Discontinued
08NM031	PENTICTON CREEK BELOW DIVERSION	BC	Discontinued
08NM032	PENTICTON CREEK MAIN DIVERSION	BC	Discontinued
08NM033	POWERS CREEK ABOVE WESTBANK DIVERSION	BC	Discontinued
08NM034	POWERS CREEK WESTBANK DIVERSION	BC	Discontinued
08NM035	BELLEVUE CREEK NEAR OKANAGAN MISSION	BC	Discontinued
08NM036	SCOTTY CREEK NEAR RUTLAND	BC	Discontinued
08NM037	SHATFORD CREEK NEAR PENTICTON	BC	Active
08NM038	SHINGLE CREEK ABOVE KALEDEN DIVERSION	BC	Discontinued
08NM041	TREPANIER CREEK NEAR PEACHLAND	BC	Discontinued
08NM042	TROUT CREEK NEAR SUMMERLAND	BC	Discontinued
08NM043	VERNON CREEK NEAR OKANAGAN CENTRE	BC	Discontinued
08NM044	VERNON CREEK OKANAGAN CENTRE DIVERSION	BC	Discontinued
08NM046	WHITEMAN CREEK NEAR VERNON	BC	Discontinued
08NM047	NASWHITO CREEK NEAR EWING'S LANDING	BC	Discontinued
08NM048	OYAMA CREEK ABOVE WOOD LAKE IRRIGATION INTAKE	BC	Discontinued
08NM049	HORN CREEK NEAR KALEDEN	BC	Discontinued
08NM050	OKANAGAN RIVER AT PENTICTON	BC	Active
08NM052	IRISH CREEK NEAR VERNON	BC	Discontinued
08NM053	KELOWNA CREEK NEAR KELOWNA (LOWER STATION)	BC	Discontinued
08NM054	TROUT CREEK NEAR FAULDER	BC	Discontinued
08NM055	TROUT CREEK SUMMERLAND DIVERSION	BC	Discontinued
08NM056	ELLIS CREEK SOUTH MAIN DIVERSION	BC	Discontinued
08NM057	MISSION CREEK RUTLAND DIVERSION	BC	Discontinued
08NM058	LAMBLY CREEK NEAR KELOWNA	BC	Discontinued
08NM059	POWERS CREEK BELOW WESTBANK DIVERSION	BC	Discontinued
08NM060	KLO CREEK DIVERSION NEAR KELOWNA	BC	Discontinued
08NM061	KELOWNA CREEK NEAR RUTLAND	BC	Discontinued
08NM062	SWALWELL LAKE NEAR OKANAGAN CENTRE	BC	Discontinued
08NM063	PENTICTON CREEK LOT 19 DIVERSION	BC	Discontinued
08NM065	VERNON CREEK AT OUTLET OF KALAMALKA LAKE	BC	Active
08NM066	WOOD LAKE AT INLET TO OYAMA CANAL	BC	Discontinued
08NM067	ELLISON LAKE NEAR WINFIELD	BC	Discontinued
08NM068	HOWARD CREEK NEAR PENTICTON	BC	Discontinued
08NM069	REED CREEK NEAR PENTICTON	BC	Discontinued
08NM070	RIDDLE CREEK NEAR WEST SUMMERLAND	BC	Discontinued
08NM071	OKANAGAN LAKE AT PENTICTON	BC	Discontinued
08NM072	OKANOGAN RIVER NEAR TONASKET	WA	Discontinued
08NM073	OSOYOOS LAKE NEAR OROVILLE	WA	Active
08NM074	ELLIS CREEK NEAR PENTICTON	BC	Discontinued
08NM075	DEEP CREEK NEAR VERNON (STATION NO. 3)	BC	Discontinued
08NM076	PENTICTON CREEK ABOVE DIVERSION	BC	Discontinued
08NM082	INKANEEP CREEK NEAR OLIVER (UPPER STATION)	BC	Discontinued
08NM083	OKANAGAN LAKE AT KELOWNA	BC	Active
08NM084	SKAHA LAKE AT OKANAGAN FALLS	BC	Active
08NM085	OKANAGAN RIVER NEAR OLIVER	BC	Active
08NM113	OSOYOOS LAKE NEAR OSOYOOS	BC	Discontinued
08NM116	MISSION CREEK NEAR EAST KELOWNA	BC	Active
08NM117	KELOWNA CREEK AT RUTLAND STATION	BC	Discontinued
08NM118	PENTICTON CREEK AT THE MOUTH	BC	Discontinued
08NM119	DEEP CREEK AT ARMSTRONG	BC	Discontinued
08NM120	PARK RILL NEAR OLIVER	BC	Discontinued
08NM121	WOLFCUB CREEK NEAR OLIVER	BC	Discontinued
08NM122	ELLIS CREEK NORTH MAIN DIVERSION	BC	Discontinued
08NM123	B.X. CREEK BELOW SWAN LAKE CONTROL DAM	BC	Discontinued
08NM124	COLDSTREAM CREEK NEAR LAVINGTON	BC	Discontinued
08NM125	B.X. CREEK ABOVE SWAN LAKE CONTROL DAM	BC	Discontinued
08NM126	HAYNES CREEK NEAR OSOYOOS	BC	Discontinued
08NM127	OKANOGAN RIVER AT OROVILLE	WA	Active
08NM129	JOE RICH CREEK NEAR RUTLAND	BC	Discontinued
08NM130	TESTALINDEN CREEK NEAR OLIVER	BC	Discontinued
08NM131	OKANOGAN RIVER AT BRIDGE STREET AT OROVILLE	WA	Discontinued
08NM132	OKANOGAN RIVER AT ZOSEL MILLPOND AT OROVILLE	WA	Discontinued
08NM133	BULL CREEK NEAR CRUMP	BC	Discontinued
08NM134	CAMP CREEK AT MOUTH NEAR THIRSK	BC	Active
08NM135	ELLIS CREEK AT PENTICTON	BC	Discontinued
08NM136	LAMBLY LAKE DIVERSION TO POWERS CREEK	BC	Discontinued
08NM137	DAVES CREEK NEAR RUTLAND	BC	Discontinued
08NM138	TERRACE CREEK NEAR KELOWNA	BC	Discontinued
08NM139	ESPERON CREEK NEAR KELOWNA	BC	Discontinued
08NM140	PEACHLAND CREEK ABOVE DIVERSIONS	BC	Discontinued
08NM141	LAMBLY CREEK BELOW TERRACE CREEK	BC	Discontinued
08NM142	COLDSTREAM CREEK ABOVE MUNICIPAL INTAKE	BC	Active
08NM143	KALAMALKA LAKE AT VERNON PUMPHOUSE	BC	Active
08NM145	BULMAN CREEK AT THE MOUTH	BC	Discontinued
08NM146	CLARK CREEK NEAR WINFIELD	BC	Active
08NM147	HORN CREEK NEAR OLALLA	BC	Discontinued
08NM148	TWIN LAKES NEAR OLALLA	BC	Discontinued
08NM149	SHUTTLEWORTH CREEK AT THE MOUTH	BC	Discontinued
08NM150	SHINGLE CREEK AT THE MOUTH	BC	Discontinued
08NM151	SHORTS CREEK AT THE MOUTH	BC	Discontinued
08NM152	BRANDTS CREEK NEAR THE MOUTH	BC	Discontinued
08NM153	DEEP CREEK AT THE MOUTH	BC	Discontinued
08NM154	COLDSTREAM CREEK AT THE MOUTH	BC	Discontinued
08NM155	TREPANIER CREEK AT THE MOUTH	BC	Discontinued
08NM156	BELLEVUE CREEK AT THE MOUTH	BC	Discontinued
08NM157	POWERS CREEK AT THE MOUTH	BC	Discontinued
08NM158	TROUT CREEK AT THE MOUTH	BC	Discontinued
08NM159	PEACHLAND CREEK AT THE MOUTH	BC	Discontinued
08NM160	VERNON CREEK NEAR THE MOUTH	BC	Discontinued
08NM161	EQUESIS CREEK NEAR THE MOUTH	BC	Discontinued
08NM162	VERNON CREEK AT INLET TO ELLISON LAKE	BC	Discontinued
08NM163	CROOKED LAKE AT THE OUTLET	BC	Discontinued
08NM164	TESTALINDEN CREEK IN CANYON	BC	Discontinued
08NM165	LAMBLY CREEK ABOVE TERRACE CREEK	BC	Discontinued
08NM166	LAMBLY CREEK BELOW BALD RANGE CREEK	BC	Discontinued
08NM167	LAMBLY CREEK DIVERSION TO ROSE VALLEY LAKE	BC	Discontinued
08NM168	PENTICTON CREEK ABOVE DENNIS CREEK	BC	Discontinued
08NM169	GREYBACK LAKE AT THE OUTLET	BC	Discontinued
08NM170	PENTICTON CREEK BELOW HARRIS CREEK	BC	Discontinued
08NM171	VASEUX CREEK ABOVE SOLCO CREEK	BC	Active
08NM172	PEARSON CREEK NEAR THE MOUTH	BC	Discontinued
08NM173	GREATA CREEK NEAR THE MOUTH	BC	Active
08NM174	WHITEMAN CREEK ABOVE BOULEAU CREEK	BC	Active
08NM175	VERNON CREEK BELOW ARDA DAM	BC	Discontinued
08NM176	EWER CREEK NEAR THE MOUTH	BC	Discontinued
08NM177	DEEP CREEK AT YOUNG ROAD	BC	Discontinued
08NM179	COLDSTREAM CREEK ABOVE KALAVISTA DIVERSION	BC	Discontinued
08NM180	WHITEMAN CREEK AT THE MOUTH	BC	Discontinued
08NM181	WINFIELD CREEK AT INLET TO WOOD LAKE	BC	Discontinued
08NM182	VERNON CREEK AT OUTLET OF ELLISON LAKE	BC	Discontinued
08NM183	KALAMALKA LAKE AT OUTLET OF OYAMA CANAL	BC	Discontinued
08NM197	OKANAGAN RIVER BELOW THE S.O.L.I.D. CANAL	BC	Discontinued
08NM198	WESTBANK CREEK AT THE MOUTH	BC	Discontinued
08NM200	INKANEEP CREEK NEAR THE MOUTH	BC	Active
08NM201	PEACHLAND CREEK BELOW DIVERSION TO PEACHLAND LAKE RESERVOIR	BC	Discontinued
08NM202	PEACHLAND LAKE RESERVOIR OUTFLOW	BC	Discontinued
08NM210	POOLEY CREEK ABOVE POOLEY DITCH	BC	Discontinued
08NM212	STIRLING CREEK DIVERSION TO MCCULLOCH RESERVOIR	BC	Discontinued
08NM213	MCCULLOCH RESERVOIR AT MCCULLOCH DAM	BC	Discontinued
08NM215	FISH LAKE AT THE OUTLET	BC	Discontinued
08NM216	BROWNE LAKE RESERVOIR ABOVE THE DAM	BC	Discontinued
08NM217	LONG MEADOW LAKE RESERVOIR ABOVE THE DAM	BC	Discontinued
08NM219	PEACHLAND CREEK DIVERSION TO PEACHLAND LAKE	BC	Discontinued
08NM220	PEACHLAND LAKE NEAR PEACHLAND	BC	Discontinued
08NM224	OYAMA LAKE AT THE OUTLET	BC	Discontinued
08NM225	BELGO CREEK NEAR THE MOUTH	BC	Discontinued
08NM226	KLO CREEK AT MCCULLOCH ROAD	BC	Discontinued
08NM227	GARNET LAKE NEAR SUMMERLAND	BC	Discontinued
08NM228	ENEAS CREEK NEAR SUMMERLAND	BC	Discontinued
08NM229	LOCH KATRINE CREEK AT OUTLET OF GRAYSTOKE LAKE	BC	Discontinued
08NM230	GRAYSTOKE LAKE AT THE OUTLET	BC	Discontinued
08NM231	IDEAL LAKE NEAR THE OUTLET	BC	Discontinued
08NM232	BELGO CREEK BELOW HILDA CREEK	BC	Active
08NM233	MISSION CREEK ABOVE PEARSON CREEK	BC	Discontinued
08NM234	MOORE LAKE RESERVOIR AT THE DAM	BC	Discontinued
08NM235	RIBBLEWORTH CREEK NEAR OYAMA	BC	Discontinued
08NM237	TROUT CREEK BELOW THIRSK LAKE	BC	Discontinued
08NM238	THIRSK LAKE NEAR THE OUTLET	BC	Discontinued
08NM239	MISSION CREEK BELOW B.M.I.D. INTAKE	BC	Discontinued
08NM240	TWO FORTY CREEK NEAR PENTICTON	BC	Active
08NM241	TWO FORTY-ONE CREEK NEAR PENTICTON	BC	Active
08NM242	DENNIS CREEK NEAR 1780 METRE CONTOUR	BC	Active
08NM243	VASEUX LAKE NEAR THE OUTLET	BC	Active
08NM246	VASEUX CREEK NEAR THE MOUTH	BC	Discontinued
08NM247	OKANAGAN RIVER BELOW MCINTYRE DAM	BC	Active
08NN001	BOUNDARY CREEK AT GREENWOOD	BC	Discontinued
08NN002	GRANBY RIVER AT GRAND FORKS	BC	Active
08NN003	WEST KETTLE RIVER AT WESTBRIDGE	BC	Active
08NN004	KETTLE RIVER AT KETTLE VALLEY	BC	Discontinued
08NN005	KETTLE RIVER AT CARSON	BC	Discontinued
08NN006	KETTLE RIVER AT CASCADE	BC	Discontinued
08NN007	ROCK CREEK NEAR ROCK CREEK	BC	Discontinued
08NN008	PASS CREEK NEAR GRAND FORKS	BC	Discontinued
08NN009	DAN O'REA CREEK NEAR GRAND FORKS	BC	Discontinued
08NN010	MYERS CREEK AT INTERNATIONAL BOUNDARY	BC	Discontinued
08NN011	BOUNDARY CREEK NEAR MIDWAY	BC	Discontinued
08NN012	KETTLE RIVER NEAR LAURIER	WA	Active
08NN013	KETTLE RIVER NEAR FERRY	WA	Active
08NN014	CHRISTINA CREEK AT OUTLET OF CHRISTINA LAKE	BC	Discontinued
08NN015	WEST KETTLE RIVER NEAR MCCULLOCH	BC	Active
08NN016	SUTHERLAND CREEK NEAR FIFE	BC	Discontinued
08NN017	CHRISTINA LAKE NEAR GRAND FORKS	BC	Discontinued
08NN018	JULY CREEK NEAR GRAND FORKS	BC	Discontinued
08NN019	TRAPPING CREEK NEAR THE MOUTH	BC	Active
08NN020	TRAPPING CREEK AT 1220 M CONTOUR	BC	Discontinued
08NN021	MOODY CREEK NEAR CHRISTINA	BC	Discontinued
08NN022	WEST KETTLE RIVER BELOW CARMI CREEK	BC	Discontinued
08NN023	BURRELL CREEK ABOVE GLOUCESTER CREEK	BC	Active
08NN024	KETTLE RIVER NEAR GRAND FORKS	BC	Discontinued
08NN025	WEST KETTLE RIVER AT BEAVERDELL	BC	Discontinued
08NN026	KETTLE RIVER NEAR WESTBRIDGE	BC	Active
08NN027	BEAVERDELL CREEK NEAR BEAVERDELL	BC	Discontinued
08NN028	LOST HORSE CREEK NEAR CHRISTIAN VALLEY	BC	Active
08NP001	FLATHEAD RIVER AT FLATHEAD	MT	Active
08NP002	COULDREY CREEK IN LOT 9380	BC	Discontinued
08NP003	HOWELL CREEK ABOVE CABIN CREEK	BC	Active
08NP004	CABIN CREEK NEAR THE MOUTH	BC	Discontinued
08NP005	COULDREY CREEK NEAR THE MOUTH	BC	Discontinued
08OA001	AIN RIVER NEAR PORT CLEMENTS	BC	Discontinued
08OA002	YAKOUN RIVER NEAR PORT CLEMENTS	BC	Active
08OA003	PREMIER CREEK NEAR QUEEN CHARLOTTE	BC	Active
08OA004	HONNA RIVER NEAR THE MOUTH	BC	Active
08OA005	TARUNDL CREEK NEAR QUEEN CHARLOTTE	BC	Active
08OB001	DEENA RIVER NEAR QUEEN CHARLOTTE	BC	Discontinued
08OB002	PALLANT CREEK NEAR QUEEN CHARLOTTE	BC	Active
08OB003	MATHERS CREEK NEAR SANDSPIT	BC	Discontinued
08PA001	SKAGIT RIVER NEAR HOPE	BC	Discontinued
08PA002	SUMALLO RIVER AT THE MOUTH	BC	Discontinued
08PA003	SUMALLO RIVER NEAR HOPE	BC	Discontinued
08PA004	SKAGIT RIVER AT INTERNATIONAL BOUNDARY	BC	Active
08PA009	ROSS RESERVOIR NEAR NEWHALEM	WA	Active
08PA010	LIGHTNING LAKE NEAR MANNING PARK	BC	Discontinued
09AA001	ATLIN LAKE AT ATLIN	BC	Active
09AA003	LINDEMAN LAKE NEAR BENNETT	BC	Discontinued
09AA004	BENNETT LAKE AT CARCROSS	YT	Active
09AA006	ATLIN RIVER NEAR ATLIN	BC	Active
09AA007	LUBBOCK RIVER NEAR ATLIN	YT	Discontinued
09AA008	PINE CREEK NEAR ATLIN	BC	Discontinued
09AA009	WATSON RIVER NEAR CARCROSS	YT	Discontinued
09AA010	LINDEMAN CREEK NEAR BENNETT	YT	Discontinued
09AA011	TAGISH CREEK NEAR CARCROSS	YT	Discontinued
09AA012	WHEATON RIVER NEAR CARCROSS	YT	Active
09AA013	TUTSHI RIVER AT OUTLET OF TUTSHI LAKE	BC	Active
09AA014	FANTAIL RIVER AT OUTLET OF FANTAIL LAKE	YT	Discontinued
09AA015	WANN RIVER NEAR ATLIN	YT	Discontinued
09AA016	FANTAIL LAKE NEAR ATLIN	YT	Discontinued
09AA017	TAGISH LAKE AT 10 MILE ROAD	YT	Active
09AA018	MOON CREEK NEAR THE OUTLET OF MOON LAKE	BC	Discontinued
09AB001	YUKON RIVER AT WHITEHORSE	YT	Active
09AB004	MARSH LAKE NEAR WHITEHORSE	YT	Active
09AB008	M'CLINTOCK RIVER NEAR WHITEHORSE	YT	Discontinued
09AB009	YUKON RIVER ABOVE FRANK CREEK	YT	Discontinued
09AB010	LAKE LABERGE NEAR WHITEHORSE	YT	Active
09AC001	TAKHINI RIVER NEAR WHITEHORSE	YT	Active
09AC004	TAKHINI RIVER AT OUTLET OF KUSAWA LAKE	YT	Discontinued
09AC005	KUSAWA LAKE NEAR WHITEHORSE	YT	Discontinued
09AC007	IBEX RIVER NEAR WHITEHORSE	YT	Active
